"filename", "language", "JSON", "TypeScript", "Markdown", "JSON with Comments", "JavaScript", "XML", "Properties", "TypeScript JSX", "CSS", "comment", "blank", "total"
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page\app-build-manifest.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page\app-paths-manifest.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page\build-manifest.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page\next-font-manifest.json", "JSON", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page\react-loadable-manifest.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page\server-reference-manifest.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\page_client-reference-manifest.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page\app-build-manifest.json", "JSON", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page\app-paths-manifest.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page\build-manifest.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page\next-font-manifest.json", "JSON", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page\react-loadable-manifest.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page\server-reference-manifest.json", "JSON", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\sign-up\page_client-reference-manifest.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 14
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page\app-build-manifest.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page\app-paths-manifest.json", "JSON", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page\build-manifest.json", "JSON", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page\next-font-manifest.json", "JSON", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page\react-loadable-manifest.json", "JSON", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page\server-reference-manifest.json", "JSON", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\app\test\page_client-reference-manifest.js", "JavaScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\69cb7_mime-db_8620ab1f._.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 7, 5, 24
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\[root-of-the-server]__260ee8be._.js", "JavaScript", 0, 0, 0, 0, 270, 0, 0, 0, 0, 4, 37, 311
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\[root-of-the-server]__6ec1ff91._.js", "JavaScript", 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 17, 86
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\[root-of-the-server]__87a0376b._.js", "JavaScript", 0, 0, 0, 0, 418, 0, 0, 0, 0, 6, 48, 472
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\[root-of-the-server]__9f9988c4._.js", "JavaScript", 0, 0, 0, 0, 267, 0, 0, 0, 0, 4, 40, 311
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\[turbopack]_runtime.js", "JavaScript", 0, 0, 0, 0, 591, 0, 0, 0, 0, 97, 1, 689
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_3dc04e62._.js", "JavaScript", 0, 0, 0, 0, 23966, 0, 0, 0, 0, 1308, 287, 25561
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_4bf67120._.js", "JavaScript", 0, 0, 0, 0, 24399, 0, 0, 0, 0, 1338, 288, 26025
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_axios_lib_c4a55de8._.js", "JavaScript", 0, 0, 0, 0, 3886, 0, 0, 0, 0, 636, 57, 4579
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_bd3cbde1._.js", "JavaScript", 0, 0, 0, 0, 7012, 0, 0, 0, 0, 954, 126, 8092
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_jose_dist_node_cjs_b4a80197._.js", "JavaScript", 0, 0, 0, 0, 5223, 0, 0, 0, 0, 1, 87, 5311
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_next-auth_0aed504c._.js", "JavaScript", 0, 0, 0, 0, 4449, 0, 0, 0, 0, 1, 48, 4498
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_next_a21da7b7._.js", "JavaScript", 0, 0, 0, 0, 10622, 0, 0, 0, 0, 928, 100, 11650
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_next_ebd985e5._.js", "JavaScript", 0, 0, 0, 0, 7954, 0, 0, 0, 0, 902, 77, 8933
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\node_modules_openid-client_ef38b3be._.js", "JavaScript", 0, 0, 0, 0, 3252, 0, 0, 0, 0, 62, 32, 3346
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\69cb7_mime-db_72c0fea1._.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 7, 5, 24
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\7fad3_137381cb._.js", "JavaScript", 0, 0, 0, 0, 2150, 0, 0, 0, 0, 2, 6, 2158
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\7fad3_mml-react_dist_mml-react_esm_48a90fe0.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\7fad3_mml-react_dist_mml-react_esm_5550478e.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\7fad3_mml-react_dist_mml-react_esm_a3ae667c.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[externals]_next_dist_compiled_next-server_app-page-turbo_runtime_dev_30fa57d5.js", "JavaScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 4, 12
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__012ba519._.js", "JavaScript", 0, 0, 0, 0, 103, 0, 0, 0, 0, 1, 9, 113
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__02a092ee._.js", "JavaScript", 0, 0, 0, 0, 188, 0, 0, 0, 0, 3, 37, 228
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__0943ea38._.js", "JavaScript", 0, 0, 0, 0, 2827, 0, 0, 0, 0, 47, 32, 2906
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__0a46983d._.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 12, 44
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__0e47f687._.js", "JavaScript", 0, 0, 0, 0, 1316, 0, 0, 0, 0, 3, 16, 1335
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__10493837._.js", "JavaScript", 0, 0, 0, 0, 497, 0, 0, 0, 0, 3, 12, 512
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__1c08e7f4._.js", "JavaScript", 0, 0, 0, 0, 857, 0, 0, 0, 0, 4, 17, 878
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__1cb5696e._.js", "JavaScript", 0, 0, 0, 0, 340, 0, 0, 0, 0, 8, 38, 386
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__1fc4a78d._.js", "JavaScript", 0, 0, 0, 0, 210, 0, 0, 0, 0, 4, 38, 252
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__21dac545._.js", "JavaScript", 0, 0, 0, 0, 767, 0, 0, 0, 0, 3, 15, 785
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__258f62ca._.js", "JavaScript", 0, 0, 0, 0, 249, 0, 0, 0, 0, 1, 18, 268
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__32284f3f._.js", "JavaScript", 0, 0, 0, 0, 1047, 0, 0, 0, 0, 9, 37, 1093
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__38d3b88f._.js", "JavaScript", 0, 0, 0, 0, 702, 0, 0, 0, 0, 26, 17, 745
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__3945c2d9._.js", "JavaScript", 0, 0, 0, 0, 139, 0, 0, 0, 0, 2, 31, 172
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__39d15ab7._.js", "JavaScript", 0, 0, 0, 0, 431, 0, 0, 0, 0, 12, 40, 483
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__4588fb56._.js", "JavaScript", 0, 0, 0, 0, 804, 0, 0, 0, 0, 2, 16, 822
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__45ae2413._.js", "JavaScript", 0, 0, 0, 0, 478, 0, 0, 0, 0, 9, 38, 525
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__4c58c055._.js", "JavaScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 18, 68
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__51de029c._.js", "JavaScript", 0, 0, 0, 0, 690, 0, 0, 0, 0, 10, 48, 748
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__54d7c9b5._.js", "JavaScript", 0, 0, 0, 0, 584, 0, 0, 0, 0, 11, 31, 626
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__5a40c249._.js", "JavaScript", 0, 0, 0, 0, 178, 0, 0, 0, 0, 3, 37, 218
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__5ad803e7._.js", "JavaScript", 0, 0, 0, 0, 273, 0, 0, 0, 0, 2, 13, 288
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__60fcf28c._.js", "JavaScript", 0, 0, 0, 0, 526, 0, 0, 0, 0, 4, 12, 542
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__666fcb8f._.js", "JavaScript", 0, 0, 0, 0, 231, 0, 0, 0, 0, 7, 38, 276
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__6c8dc98e._.js", "JavaScript", 0, 0, 0, 0, 228, 0, 0, 0, 0, 6, 37, 271
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__6fbeec4a._.js", "JavaScript", 0, 0, 0, 0, 472, 0, 0, 0, 0, 3, 11, 486
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__725a71d5._.js", "JavaScript", 0, 0, 0, 0, 525, 0, 0, 0, 0, 3, 12, 540
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__776946e1._.js", "JavaScript", 0, 0, 0, 0, 483, 0, 0, 0, 0, 9, 39, 531
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__7bc0165b._.js", "JavaScript", 0, 0, 0, 0, 1200, 0, 0, 0, 0, 2, 15, 1217
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__7cd9281f._.js", "JavaScript", 0, 0, 0, 0, 526, 0, 0, 0, 0, 4, 12, 542
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__81137204._.js", "JavaScript", 0, 0, 0, 0, 292, 0, 0, 0, 0, 1, 21, 314
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__85b53e91._.js", "JavaScript", 0, 0, 0, 0, 198, 0, 0, 0, 0, 1, 15, 214
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__86e7898f._.js", "JavaScript", 0, 0, 0, 0, 280, 0, 0, 0, 0, 9, 11, 300
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__89709e7f._.js", "JavaScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 3, 11, 118
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__89839932._.js", "JavaScript", 0, 0, 0, 0, 2585, 0, 0, 0, 0, 6, 49, 2640
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__8a2f4359._.js", "JavaScript", 0, 0, 0, 0, 525, 0, 0, 0, 0, 3, 12, 540
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__8dffd476._.js", "JavaScript", 0, 0, 0, 0, 523, 0, 0, 0, 0, 25, 42, 590
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__9040c938._.js", "JavaScript", 0, 0, 0, 0, 1397, 0, 0, 0, 0, 10, 38, 1445
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__92a2d7eb._.js", "JavaScript", 0, 0, 0, 0, 730, 0, 0, 0, 0, 2, 15, 747
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__96f3454a._.js", "JavaScript", 0, 0, 0, 0, 319, 0, 0, 0, 0, 20, 18, 357
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__a9cd659e._.js", "JavaScript", 0, 0, 0, 0, 181, 0, 0, 0, 0, 4, 37, 222
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__b74c34cc._.js", "JavaScript", 0, 0, 0, 0, 497, 0, 0, 0, 0, 3, 12, 512
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__c2e5ee32._.js", "JavaScript", 0, 0, 0, 0, 1751, 0, 0, 0, 0, 152, 39, 1942
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__c3516c0f._.js", "JavaScript", 0, 0, 0, 0, 1876, 0, 0, 0, 0, 13, 38, 1927
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__c75c51b7._.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 12, 44
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__c7a04ae0._.js", "JavaScript", 0, 0, 0, 0, 474, 0, 0, 0, 0, 1, 10, 485
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__cb5d0c31._.js", "JavaScript", 0, 0, 0, 0, 593, 0, 0, 0, 0, 5, 11, 609
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__d3f2e2a5._.js", "JavaScript", 0, 0, 0, 0, 147, 0, 0, 0, 0, 1, 12, 160
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__d9510806._.js", "JavaScript", 0, 0, 0, 0, 141, 0, 0, 0, 0, 1, 33, 175
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__da9e749e._.js", "JavaScript", 0, 0, 0, 0, 691, 0, 0, 0, 0, 12, 48, 751
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__dd9e8ab5._.js", "JavaScript", 0, 0, 0, 0, 241, 0, 0, 0, 0, 1, 18, 260
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__e1bcf5f0._.js", "JavaScript", 0, 0, 0, 0, 163, 0, 0, 0, 0, 1, 31, 195
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__e362274c._.js", "JavaScript", 0, 0, 0, 0, 526, 0, 0, 0, 0, 4, 12, 542
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__e49b9f5d._.js", "JavaScript", 0, 0, 0, 0, 291, 0, 0, 0, 0, 22, 15, 328
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__e73a09ce._.js", "JavaScript", 0, 0, 0, 0, 1984, 0, 0, 0, 0, 188, 46, 2218
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__e8bca49f._.js", "JavaScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 8, 28
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__e9706de6._.js", "JavaScript", 0, 0, 0, 0, 1946, 0, 0, 0, 0, 185, 45, 2176
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__ea28c6c0._.js", "JavaScript", 0, 0, 0, 0, 525, 0, 0, 0, 0, 3, 12, 540
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__ec299903._.js", "JavaScript", 0, 0, 0, 0, 670, 0, 0, 0, 0, 24, 17, 711
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__f273464e._.js", "JavaScript", 0, 0, 0, 0, 759, 0, 0, 0, 0, 5, 11, 775
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__f7ba7f56._.js", "JavaScript", 0, 0, 0, 0, 190, 0, 0, 0, 0, 1, 15, 206
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[root-of-the-server]__fc453394._.js", "JavaScript", 0, 0, 0, 0, 104, 0, 0, 0, 0, 2, 10, 116
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_0293575c._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_03dc37be._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_049051d0._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_07c72b73._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_160c5fc0._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_1882f848._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_197eac90._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_1cdcf883._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_27a5eb08._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_2a53962b._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_2b33c0f7._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_2cc17009._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_2d3497ed._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_2da6f952._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_306e5f85._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Bruce Vo\Documents\project\linguex\Streaming_Platform\frontend\.next\server\chunks\ssr\[turbopack]_browser_dev_hmr-client_hmr-client_ts_331c4fcb._.js", "JavaScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
